0.159398,75.557498,187.151620,12.677747,32.682571,0.137307,1
0.153903,34.996669,5.422136,15.958643,17.051773,0.058158,1
0.131035,44.776329,20.994928,44.776329,21.513922,0.098314,1
0.488564,80.094402,95.186155,1.988366,8.585487,0.100402,1
0.001397,0.655075,11.734311,0.655075,11.820812,0.047762,1
0.233138,93.182061,188.803933,13.927459,13.411101,0.087183,1
0.328253,101.782713,129.378857,45.072884,34.622967,0.146666,1
0.541015,177.421306,276.288076,-99.387390,123.988983,0.444082,-1
0.046025,15.093397,3.662527,15.093397,3.662527,0.010911,1
0.323586,106.914665,191.832640,41.777626,17.176029,0.111272,1
0.495664,163.770382,152.869109,156.258423,144.827545,0.445959,-1
0.327314,152.650903,204.659243,43.947357,21.156250,0.105182,1
0.108448,13.655755,1.865027,-13.655756,1.847220,0.018162,1
0.170033,64.829890,59.728255,-28.450047,16.861185,0.063946,1
0.040330,13.655755,13.932596,-13.655756,13.655756,0.066349,1
0.287204,72.594909,38.924147,-13.655756,0.504177,0.017615,1
0.300488,98.190674,188.903261,13.751898,14.225719,0.094383,1
0.141137,35.844230,4.716185,0.612609,10.666186,0.034359,1
0.150048,38.578370,34.436123,12.859521,0.378656,0.014430,1
0.138592,26.205668,13.196927,26.205667,13.346147,0.063956,1
0.167852,72.929002,6.487132,27.569796,17.138702,0.048784,1
0.422781,91.328778,83.972647,-25.719042,0.000000,0.040023,1
0.157308,64.163957,64.248477,12.840157,13.265708,0.049869,1
0.055314,12.706469,0.584920,12.706469,0.584921,0.001729,1
0.031834,12.859521,0.187642,12.859521,0.095165,0.013457,1
0.454991,166.221827,273.774965,-0.153837,0.303144,0.068769,1
0.315962,85.245484,14.374520,36.298607,8.873198,0.027293,1
0.151340,45.371088,6.318270,11.556002,2.772704,0.009670,1
0.165075,66.632738,56.677185,24.144905,3.438356,0.020687,1
0.152097,45.437102,176.758013,12.486508,12.590144,0.088991,1
0.164013,63.686511,54.109371,22.952488,3.727289,0.022710,1
0.305810,114.098073,112.732359,11.556002,2.347499,0.030895,1
0.091351,15.740481,5.970842,-11.494558,10.841865,0.030389,1
0.444826,139.585044,314.002788,-11.494558,3.054735,0.081208,1
0.151996,56.298186,127.445837,0.367624,13.062766,0.059224,1
0.464093,184.191464,182.559426,22.989117,9.416210,0.058830,1
0.151955,43.963542,93.610389,12.887881,14.062443,0.063073,1
0.245108,70.914521,28.346619,-57.036415,42.294113,0.118707,-1
0.250916,72.798585,103.581422,59.388084,60.562645,0.190276,-1
0.149952,43.505774,10.378245,-10.536211,4.206091,0.013612,1
0.037099,10.771771,4.196977,-10.771770,4.284235,0.024646,1
0.430187,114.222946,264.965393,-11.330792,3.545100,0.080923,1
0.104500,31.362765,52.018391,22.393692,22.393692,0.070086,1
0.179633,31.179934,9.213641,22.409468,8.199345,0.030151,1
0.270250,58.497346,79.583895,0.000000,15.016060,0.063631,1
0.033970,11.334979,2.083203,-11.334979,3.075603,0.046795,1
0.081972,21.601349,6.196813,21.601349,6.382823,0.036226,1
0.283136,69.164719,18.278659,11.265026,3.952540,0.015879,1
0.149397,41.022033,91.426067,11.264360,3.954165,0.033337,1
0.212964,50.115583,2.570287,-11.096841,5.279349,0.012693,1
0.224996,30.957475,26.663364,20.677824,12.074556,0.056515,1
0.001443,0.490334,14.565671,0.490334,14.565671,0.037911,1
0.162083,53.883039,119.497655,21.061066,4.488970,0.033526,1
0.701344,233.155267,334.752868,-154.600418,169.573349,0.447617,-1
0.660737,199.701437,414.465581,11.554879,20.994255,0.128821,1
0.927109,310.875369,364.133842,185.803772,169.231674,0.467662,-1
0.080622,27.034001,92.465286,10.142293,4.830639,0.028783,1
0.478389,143.546070,37.374981,-113.233261,145.782394,0.370139,-1
