0.058412,2.313695,1
0.023435,2.433067,1
0.069676,1.816828,1
0.093919,1.959189,1
0.033958,1.986677,1
0.063698,2.043378,1
0.078871,2.107594,1
0.051386,2.070683,1
0.058370,2.115303,1
0.090895,2.618310,-1
0.090493,1.844350,1
0.014870,2.444338,1
0.070411,1.921892,-1
0.044734,2.552293,1
0.092752,1.914216,1
0.005886,2.672375,1
0.044327,2.107525,1
0.119194,1.439623,-1
0.054045,2.533142,1
0.027956,2.177739,1
0.024768,2.947779,1
0.031406,2.261662,1
0.024387,2.192748,1
0.032446,2.168810,1
0.036820,2.144787,1
0.038446,2.708076,1
0.056425,2.284226,1
0.042365,2.953509,1
0.003711,2.249595,1
0.079320,2.692743,-1
0.165572,1.076291,-1
0.025044,2.078620,1
0.035086,1.737378,1
0.088310,1.730758,-1
0.015934,2.241509,1
0.072030,2.302455,1
0.031471,2.616616,1
0.060692,2.162944,1
0.003262,2.347688,1
0.045662,2.328006,1
0.070492,2.167842,1
0.100014,1.483416,-1
0.042078,2.378059,1
0.015430,2.453828,1
0.039763,2.322147,1
0.183209,2.146550,-1
0.052910,2.851743,1
0.248639,1.591263,-1
0.033002,2.357988,1
0.092403,1.986205,-1
0.016194,2.283751,1
0.058748,2.531667,1
0.017617,2.359425,1
0.055263,2.602811,-1
0.035962,2.305865,1
0.018028,2.343739,1
0.011423,2.321709,1
0.110303,2.623918,1
0.058748,2.531667,1
0.050136,2.529332,1
0.120257,1.078659,-1
0.101016,1.609188,-1
0.063256,2.821748,1
0.032386,2.251882,1
0.032128,2.607857,1
0.015982,2.345119,1
0.074103,1.220316,-1
0.019425,2.220395,1
0.139760,1.121426,-1
0.048313,2.212861,1
0.026261,1.618907,-1
0.124456,1.791860,-1
0.029374,2.465758,1
0.013266,2.233647,1
0.015241,2.683196,1
0.032282,2.354882,1
0.060200,2.728843,1
0.015704,2.076989,-1
0.045897,2.517945,1
0.075455,2.334582,1
0.128298,2.076018,1
0.051103,1.582143,1
0.103600,1.316084,-1
0.029896,2.847400,1
0.013228,2.291063,1
0.052997,1.913167,-1
0.041281,2.500668,1
0.052781,1.814285,-1
0.133545,1.416929,1
0.172181,0.817721,-1
0.027914,2.316705,1
0.010285,1.910850,-1
0.037475,2.005266,1
0.019504,2.657910,1
0.015912,2.614315,1
0.017548,2.114433,1
0.028723,2.576499,1
0.220967,1.895397,1
0.021740,2.700640,1
0.143962,1.991645,-1
0.179414,1.575431,-1
0.085936,2.663797,-1
0.227653,0.783012,-1
0.220321,0.571341,-1
0.127373,1.537036,-1
0.099833,1.873449,1
0.060619,2.258205,-1
0.028168,2.100916,1
0.066403,2.787850,1
0.050850,2.862083,1
0.034516,2.066751,1
0.048599,2.433269,1
0.184733,1.469776,-1
0.013546,2.188778,1
0.090982,1.222273,-1
0.033738,2.661126,1
0.006526,2.719902,1
0.079983,1.753783,1
0.050364,2.666490,1
0.052884,2.619863,1
0.084409,1.792252,1
0.044932,2.777005,1
0.143274,1.557361,1
0.020815,2.722469,1
0.073034,2.012563,-1
0.004606,2.308762,1
0.169312,2.041655,-1
0.045562,2.274914,1
0.004044,2.300912,1
0.254733,1.077096,-1
0.041538,2.522910,1
0.010312,2.365024,1
0.113336,1.696807,-1
0.028641,2.269467,1
0.023997,2.616392,1
0.033230,2.320973,1
0.003573,2.326035,1
0.018217,2.545258,1
0.019266,2.141064,1
0.065092,2.024260,-1
0.049552,2.079510,1
0.196531,1.751361,-1
0.046853,2.335598,1
0.123105,1.273317,-1
0.090156,2.206288,-1
0.096199,2.614110,1
0.015724,2.475200,1
0.033782,2.415726,1
0.120829,1.662898,-1
0.009461,2.317443,1
0.179550,0.981587,-1
0.045687,2.801290,1
0.020702,1.993451,1
0.042308,2.440830,1
0.011217,2.464946,1
0.041797,2.156667,1
0.043324,2.425638,1
0.133439,1.547164,-1
0.037719,2.306757,1
0.015922,2.364893,1
0.020244,2.463183,1
0.045032,2.748229,1
0.029244,2.396595,1
0.103097,1.899757,-1
0.028081,2.356165,1
0.072384,2.427263,1
0.051521,1.559517,-1
0.021896,2.349789,1
0.099370,1.943044,-1
0.053830,2.561475,1
0.024477,2.430327,1
0.077108,2.153324,1
0.110154,1.450633,-1
0.038007,2.324486,1
0.043631,1.433204,-1
0.033861,2.330798,1
0.018024,2.290840,1
0.029371,2.826429,1
0.145285,1.180657,-1
0.155477,1.638036,-1
0.039531,2.441342,1
0.036529,2.019314,1
0.026677,1.492917,-1
0.094955,2.603153,-1
0.032717,2.600508,1
0.123130,1.970732,1
0.036960,1.629829,-1
0.042674,2.459353,-1
0.078262,1.583542,1
0.045671,1.444861,-1
0.070546,2.405276,-1
0.087261,2.244175,1
0.022170,2.439436,1
0.052824,1.532311,-1
0.023901,2.455077,1
0.018245,2.307673,-1
0.086294,2.440996,1
0.060532,2.632021,1
0.126649,2.182522,-1
0.120622,2.301366,1
0.124266,2.312480,1
0.220483,2.181312,1
0.177553,0.975494,1
0.103873,2.495188,1
0.150973,2.002152,-1
0.094976,1.622555,1
0.205292,1.499638,-1
0.044716,2.058993,1
0.075948,2.128484,1
0.034374,2.114847,1
0.123951,1.332767,-1
0.069637,2.162789,1
0.285958,1.785399,-1
0.058298,1.835913,1
0.274994,1.675678,1
0.070982,2.253000,1
0.109049,2.201802,1
0.083813,2.494345,1
0.106441,2.237347,1
0.168028,0.926714,-1
0.052334,2.321181,1
0.119707,1.949609,-1
0.024007,2.196868,1
0.213307,0.582734,-1
0.173096,0.664196,-1
0.065050,2.721636,1
0.046411,2.227019,1
0.102238,2.115731,1
0.076456,2.134881,1
0.167922,1.000021,-1
0.090793,2.219734,1
0.105790,1.497045,-1
0.059602,2.188376,1
0.014704,2.538901,1
0.086178,2.176634,1
0.072730,1.411354,1
0.024619,2.158135,1
0.099000,2.097778,1
0.092551,1.989178,1
0.139972,1.619771,-1
0.013912,2.290289,1
0.053747,2.923225,1
0.082706,2.332266,1
0.070388,2.274328,1
0.060218,2.307481,1
0.083341,2.093360,1
0.026008,2.361429,1
0.011495,2.272640,1
0.201614,1.713992,-1
0.023467,2.853084,1
0.021083,2.268806,1
0.154739,2.199719,1
0.051745,2.048040,1
0.098828,2.022014,-1
0.022939,2.576203,1
0.037661,2.846541,1
0.106369,2.373396,1
0.113668,2.325728,-1
0.052726,2.414571,1
0.051067,2.090571,-1
0.062171,2.502775,1
0.061286,2.788920,1
0.040003,2.496335,-1
0.070430,2.021398,1
0.094091,2.173271,1
0.108045,1.580686,1
0.050549,2.855840,1
0.043817,2.366378,1
0.026593,2.093677,1
0.044831,2.623104,1
0.095898,1.918778,-1
0.157317,2.021381,-1
0.050726,2.629803,1
0.052317,2.357670,1
0.056803,2.217842,1
0.077238,1.943563,-1
0.016310,2.085735,1
0.017169,2.329755,1
0.080348,2.219627,1
0.099376,2.126450,1
0.176319,1.935686,1
0.100675,2.393176,1
0.069621,2.143215,1
0.093226,2.242783,-1
0.018871,2.137596,1
0.097073,2.251069,1
0.010724,2.530858,1
0.154308,1.747313,-1
0.055940,2.436693,1
0.141478,2.153125,1
0.090452,1.777268,-1
0.161149,2.529106,1
0.027799,2.586548,1
0.043079,2.427303,1
0.038757,2.144081,1
0.083437,1.777332,-1
0.019705,2.233363,1
0.037015,2.515247,1
0.282370,1.930611,1
0.172300,1.030844,-1
0.020585,2.333841,1
0.305834,1.374984,-1
0.223510,1.373074,-1
0.099545,1.336989,-1
0.146027,1.729617,-1
0.055835,2.630750,1
0.170839,1.579112,-1
0.046404,1.751736,-1
0.194473,1.313668,-1
0.169593,1.410444,-1
0.171243,1.457922,-1
0.131623,2.491809,-1
0.212309,1.211400,-1
0.041880,2.233877,1
0.111116,2.043514,1
0.070380,2.355729,1
0.072904,2.719908,1
0.053575,2.213630,1
0.224384,2.385528,1
0.073947,1.913505,-1
0.131851,2.194537,-1
0.027323,2.197962,1
0.005743,1.932776,-1
0.017064,2.228864,1
0.213865,1.370134,-1
0.136238,1.525636,-1
0.021716,2.386629,1
0.195733,1.990437,-1
0.101403,2.151814,-1
0.045101,2.499005,-1
0.070206,1.779253,1
0.107393,1.457973,-1
0.077567,2.355087,1
0.197697,2.275035,1
0.251038,2.032599,1
0.105636,1.847728,1
0.167477,1.450874,1
0.115507,1.797515,-1
0.065723,1.603330,-1
0.044707,2.811229,1
0.084206,2.032551,-1
0.010575,2.217020,1
0.082669,1.227679,-1
0.081209,2.449209,-1
0.051563,2.339213,-1
0.061826,2.397179,1
0.027113,2.195126,1
0.181446,2.216679,-1
0.008226,2.038727,-1
0.051826,2.535570,1
0.191949,1.973723,-1
0.084233,2.402438,-1
0.116237,2.206809,1
0.051960,2.476120,1
0.160838,2.094934,1
0.050973,1.989400,-1
0.121609,2.129771,-1
0.098386,2.268813,1
0.251926,1.357345,-1
0.120877,2.047961,-1
0.162116,1.606054,-1
0.074364,2.333666,1
0.064418,2.118334,1
0.142066,2.052591,-1
0.050737,2.178162,1
0.304437,1.917393,1
0.162679,1.260576,-1
0.081312,2.671700,1
0.042357,2.246425,1
0.059276,2.614435,1
0.085584,2.182549,1
0.230805,1.231262,-1
0.012581,2.618403,1
0.084610,2.570418,1
0.297119,1.671274,-1
0.059958,1.983621,1
0.235305,1.173843,-1
0.209318,1.349625,-1
0.105199,2.436684,-1
0.096531,2.206656,1
0.189320,1.605252,-1
0.024970,2.696185,1
0.145624,2.805865,1
0.148875,1.567756,-1
0.133654,1.971364,1
0.095419,2.081103,1
0.098457,1.817014,1
0.171329,1.468627,-1
0.064179,2.452618,1
0.077953,2.485657,1
0.065133,2.317690,1
0.101742,2.599663,1
0.105215,2.398303,1
0.076357,2.221598,-1
0.122744,2.083450,1
0.080307,1.938173,-1
0.029343,2.360933,1
0.064281,2.206315,-1
0.033727,2.527822,1
0.130168,1.868578,-1
0.081874,2.056693,1
0.080943,2.707271,1
0.064914,2.564391,1
0.145781,2.383230,1
0.129139,2.379437,1
0.001643,2.303163,1
0.180542,1.735254,-1
0.081151,2.498721,1
0.113774,2.369190,1
0.164501,2.146182,1
0.072244,2.372480,1
0.090277,1.926305,1
0.111120,2.092034,1
0.215721,2.452887,-1
0.041044,2.356142,-1
0.039906,2.355648,1
0.094550,1.440012,-1
0.145083,2.280831,1
0.051227,2.131393,-1
0.037297,2.590785,1
0.022796,2.655228,1
0.029374,2.572300,1
0.007746,1.978596,1
0.114839,1.898742,1
0.087047,1.910845,-1
0.077675,2.228828,1
0.090901,2.337155,1
0.032016,2.114967,1
0.172359,2.262376,-1
0.132430,2.082913,1
0.064131,2.409687,1
0.056040,1.901015,1
0.121534,2.412915,1
0.021020,2.302798,1
0.140610,2.279328,1
0.022377,2.316911,1
0.031147,2.628554,1
0.079862,2.471515,1
0.063410,2.171421,1
0.123865,1.315425,-1
0.103923,1.798141,1
0.028486,2.313019,1
0.149299,2.329894,1
0.106474,1.879653,-1
0.072353,2.341169,1
0.095580,1.193292,-1
0.045043,2.332377,1
0.132550,2.188838,1
0.118140,1.672988,-1
0.123816,1.146094,-1
0.099220,1.671081,-1
0.061825,2.565659,1
0.076659,2.311701,1
0.159981,2.373842,-1
0.120945,2.034352,1
0.122109,1.319462,-1
0.126935,2.241245,1
0.046534,1.809206,-1
0.029462,2.430158,1
0.067966,1.974865,1
0.261517,1.014348,-1
0.138392,2.170853,-1
0.032769,2.372358,1
0.208175,2.360648,1
0.085008,2.145284,-1
0.251813,1.325269,-1
0.027589,2.716992,1
0.078480,2.371219,1
0.072790,1.391897,-1
0.063137,2.424255,1
0.099437,2.051115,-1
0.096925,2.864891,1
0.116204,1.541611,-1
0.105470,2.443242,1
0.124239,2.333510,1
0.074409,2.274547,-1
0.158271,1.100628,-1
0.043967,1.932161,1
0.172454,2.171981,1
0.220553,2.153193,1
0.184997,2.229281,1
0.139252,1.755961,1
0.218579,1.879203,1
0.090424,1.932133,1
0.162051,2.435180,1
0.209784,1.457115,1
0.204045,1.101014,-1
0.048574,2.212768,1
0.133067,1.136356,-1
