17.981976,21.032819,0.051059,1
17.475710,52.595932,0.162233,1
5.162694,5.162325,0.010814,0
0.135698,0.135362,0.000346,1
18.489897,43.250092,0.162599,1
0.187318,74.133233,0.161012,1
17.499466,32.799558,0.284277,1
9.200780,49.549727,0.196314,1
11.903754,104.343080,0.217323,0
5.295336,5.295148,0.011009,1
35.203568,37.738124,0.187333,1
0.727641,21.721544,0.052908,1
0.730698,45.754507,0.106422,1
7.752395,22.944325,0.056171,1
9.912715,28.616584,0.057740,1
17.881044,50.009021,0.114327,1
9.161791,26.672766,0.057203,1
5.004952,36.603721,0.146052,0
8.540915,18.180687,0.057470,1
45.252831,48.033517,0.151837,0
17.913754,17.914066,0.046462,1
0.000000,0.000000,0.000000,1
53.222008,62.250063,0.194838,0
16.510090,16.509833,0.051675,1
12.641636,17.508596,0.069611,1
26.352612,26.352595,0.059881,1
17.756172,67.249279,0.164564,1
34.975796,34.975691,0.148498,1
0.000000,29.981265,0.171822,1
35.069546,114.951957,0.227424,1
9.925574,41.364839,0.107796,1
8.415418,8.415751,0.016921,1
16.808428,30.267375,0.064724,1
1.474502,50.306232,0.107575,1
25.466509,31.521243,0.280546,1
8.166021,36.875856,0.217883,1
36.712528,83.880789,0.179761,1
18.429596,18.429684,0.039496,1
0.614606,43.013900,0.308831,1
8.914771,27.052418,0.057019,1
43.705025,43.704934,0.092682,0
8.365871,26.736839,0.056699,1
18.243460,54.246478,0.114272,1
53.582615,59.336159,0.124993,0
25.705198,57.385806,0.217622,1
27.281788,30.221394,0.113943,1
8.600579,14.256513,0.059635,1
0.334542,49.814691,0.107432,1
0.394282,28.974179,0.137705,1
8.833489,109.563775,0.265292,1
8.829177,25.821818,0.102574,1
8.818573,8.818629,0.022083,1
0.333724,38.877482,0.104269,1
16.563622,42.348602,0.136892,1
8.829177,8.829014,0.024064,1
9.508001,54.358071,0.109881,1
4.391997,26.963472,0.054808,1
15.964480,31.276475,0.063019,0
29.377148,109.618694,0.224046,0
9.448189,54.209430,0.109838,1
18.014347,18.014283,0.039559,1
0.681597,22.027032,0.052989,1
8.085581,8.085498,0.015948,1
0.185580,23.478936,0.053365,1
9.190253,22.247786,0.120363,1
27.679064,57.673680,0.122475,1
8.868142,17.018265,0.058477,1
8.684955,16.324224,0.058344,1
8.361903,22.712538,0.056648,1
140.822098,144.909896,0.335424,0
27.213928,53.376466,0.123551,1
35.983261,37.702787,0.089130,1
149.591431,151.301862,0.357679,0
0.283354,26.214233,0.054008,1
0.800993,25.741519,0.053930,1
8.480434,28.465448,0.142168,1
35.196857,35.196960,0.109938,1
31.190216,58.033643,0.181269,1
0.335798,0.336002,0.000880,1
27.360252,34.868421,0.085397,1
26.812311,28.288190,0.141111,0
0.220723,0.220724,0.001101,1
26.491354,27.627831,0.366488,1
61.284489,63.345995,0.795509,0
0.283075,1.821328,0.022798,1
8.754813,36.609816,0.185479,1
35.118977,44.165603,0.223759,0
0.135875,10.963647,0.047240,1
0.617310,0.617225,0.001604,1
26.530148,37.158948,0.076964,1
16.480551,30.743807,0.115966,1
8.804262,14.136359,0.033887,1
0.333740,20.462965,0.052492,1
25.782974,34.265336,0.080779,1
7.615259,7.615320,0.016334,1
9.830095,27.451486,0.057737,1
16.891747,24.325276,0.071483,1
8.417989,23.184837,0.056745,1
0.390267,21.086451,0.052693,1
0.267479,6.542898,0.041261,1
17.552845,17.552681,0.038491,1
26.324217,40.431124,0.132917,1
26.530294,26.530615,0.055641,1
0.000000,21.479771,0.052807,1
8.480133,18.590786,0.057203,1
28.288752,36.993415,0.083092,0
14.797782,49.959483,0.112043,1
8.844069,9.208263,0.068009,1
8.694428,31.767094,0.104512,1
0.394771,22.826397,0.053202,1
8.460573,61.801376,0.281317,0
9.540886,27.395108,0.124044,1
